service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,ObjectId
2024/05/01 04:00:00+00,CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,25,27,0,12870
2024/05/01 04:00:00+00,CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,35,35,0,12872
2024/05/02 04:00:00+00,CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,9,9,0,12900
2024/05/02 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,5,7,0,12903
2024/05/02 04:00:00+00,CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,12,13,0,12907
2024/04/30 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,23,23,0,12909
2024/05/01 04:00:00+00,CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,18,18,0,12914
2024/05/01 04:00:00+00,CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,23,24,0,12915
2024/05/01 04:00:00+00,CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,20,20,0,12918
2024/05/02 04:00:00+00,CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,7,8,0,12921
2024/04/30 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,29,30,0,12922
2024/05/01 04:00:00+00,CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,16,17,0,12924
2024/05/02 04:00:00+00,CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,13,13,0,12935
2024/05/01 04:00:00+00,CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,25,25,0,12936
2024/05/02 04:00:00+00,CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,8,8,0,12938
2024/05/01 04:00:00+00,CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,10,10,0,12946
2024/05/01 04:00:00+00,CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,11,11,0,12948
2024/05/01 04:00:00+00,CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,18,19,0,12950
2024/05/01 04:00:00+00,CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,9,9,0,12972
2024/05/01 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,7,7,0,12973
2024/05/01 04:00:00+00,CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,13,13,0,12974
2024/05/01 04:00:00+00,CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,8,8,0,12975
2024/05/01 04:00:00+00,CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,11,13,0,12976
2024/05/01 04:00:00+00,CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,8,8,0,12977
2024/05/01 04:00:00+00,CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,8,9,0,12978
2024/05/01 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,6,7,0,12979
2024/05/01 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,7,8,0,12980
2024/05/01 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,9,9,0,12981
2024/05/01 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,12,12,0,12982
2024/05/02 04:00:00+00,CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,9,9,0,12987
2024/05/02 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,7,7,0,13007
2024/05/02 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,8,8,0,13013
2024/05/02 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,9,9,0,13019
2024/05/02 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,11,12,0,13025
2024/05/01 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,19,21,0,13049
2024/05/01 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,21,23,0,13050
2024/05/01 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,22,23,0,13102
2024/05/01 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,30,0,13103
2024/05/01 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,19,19,0,13169
2024/05/01 04:00:00+00,CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,28,31,0,13170
2024/04/29 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,21,22,0,13226
2024/04/29 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,22,23,0,13249
2024/04/29 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,30,0,13250
2024/04/30 04:00:00+00,CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,24,27,1,13253
2024/04/29 04:00:00+00,CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,30,0,13349
2024/04/29 04:00:00+00,CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,27,27,0,13355
2024/04/29 04:00:00+00,CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,35,35,0,13356
2024/04/29 04:00:00+00,CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,17,17,0,13357
2024/04/29 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,18,19,0,13368
2024/04/29 04:00:00+00,CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,31,0,13369
2024/04/30 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,17,19,0,13443
2024/04/30 04:00:00+00,CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,31,0,13445
2024/04/30 04:00:00+00,CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,10,10,0,13483
2024/04/30 04:00:00+00,CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,11,11,0,13484
2024/04/30 04:00:00+00,CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,19,19,0,13485
2024/04/30 04:00:00+00,CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,8,9,0,13498
2024/04/30 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,6,7,0,13500
2024/04/30 04:00:00+00,CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,11,13,0,13502
2024/04/30 04:00:00+00,CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,5,8,0,13504
2024/04/30 04:00:00+00,CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,12,13,0,13506
2024/04/30 04:00:00+00,CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,8,8,0,13508
2024/04/30 04:00:00+00,CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,8,9,0,13510
2024/04/30 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,5,8,0,13513
2024/04/30 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,7,7,0,13516
2024/04/30 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,9,9,0,13518
2024/04/30 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,11,12,0,13520
2024/04/30 04:00:00+00,CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,15,18,0,13562
2024/04/30 04:00:00+00,CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,24,24,0,13563
2024/04/30 04:00:00+00,CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,20,20,0,13564
2024/04/30 04:00:00+00,CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,25,25,0,13565
2024/04/30 04:00:00+00,CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,30,0,13586
2024/04/30 04:00:00+00,CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,35,35,0,13587
2024/04/30 04:00:00+00,CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,15,17,0,13588
2024/04/27 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,15,16,0,13615
2024/04/27 04:00:00+00,CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,16,16,0,13616
2024/04/28 04:00:00+00,CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,0,0,0,13624
2024/04/28 04:00:00+00,CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,0,0,0,13626
2024/04/28 04:00:00+00,CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,0,0,0,13628
2024/04/28 04:00:00+00,CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,0,0,0,13630
2024/04/28 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,0,0,0,13631
2024/04/28 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,0,0,0,13632
2024/04/29 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,6,8,0,13655
2024/04/27 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,17,18,0,13657
2024/04/27 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,18,18,0,13658
2024/04/27 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,19,20,0,13667
2024/04/28 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,17,17,0,13668
2024/04/29 04:00:00+00,CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,17,17,0,13692
2024/04/29 04:00:00+00,CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,24,24,0,13694
2024/04/29 04:00:00+00,CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,19,20,0,13696
